tier,new_rework,brief_type,customer_approval,niche_ff_pre_approved,strategic_priority,creative_approach,value_potential_gbp,workbook_score,workbook_approval_text,workbook_e9_creative_note,workbook_b14_auto_approval_dev
B,New,ProActive,Direct,False,True,Starting Point,1,215.002,Auto-Approved,,No
B,New,ProActive,Direct,False,True,Starting Point,1000,217.0,Auto-Approved,,No
B,New,ProActive,Direct,False,True,Starting Point,30000,275.0,Auto-Approved,,No
B,New,ProActive,Direct,False,True,Starting Point,35000,285.0,Auto-Approved,,No
B,New,ProActive,Direct,False,True,Starting Point,100000,415.0,Auto-Approved,,No
B,New,ProActive,Direct,False,True,Starting Point,115000,445.0,Auto-Approved,,No
B,New,ProActive,Direct,False,True,Starting Point,200000,615.0,Auto-Approved,,No
B,New,ProActive,Direct,False,True,Starting Point,1000000,2215.0,Auto-Approved,,No
B,New,ProActive,Direct,False,True,Creation/Unknown,0,150.0,Auto-Approved,,No
B,New,ProActive,Direct,False,True,Creation/Unknown,1,150.002,Auto-Approved,,No
B,New,ProActive,Direct,False,True,Creation/Unknown,1000,152.0,Auto-Approved,,No
B,New,ProActive,Direct,False,True,Creation/Unknown,30000,210.0,Auto-Approved,,No
B,New,ProActive,Direct,False,True,Creation/Unknown,35000,220.0,Auto-Approved,,No
B,New,ProActive,Direct,False,True,Creation/Unknown,100000,350.0,Auto-Approved,,No
B,New,ProActive,Direct,False,True,Creation/Unknown,115000,380.0,Auto-Approved,,No
B,New,ProActive,Direct,False,True,Creation/Unknown,200000,550.0,Auto-Approved,,No
B,New,ProActive,Direct,False,True,Creation/Unknown,1000000,2150.0,Auto-Approved,,No
B,New,ProActive,Direct,True,False,Library Only,0,150.0,Auto-Approved,,Yes
B,New,ProActive,Direct,True,False,Library Only,1,150.002,Auto-Approved,,Yes
B,New,ProActive,Direct,True,False,Library Only,1000,152.0,Auto-Approved,,Yes
B,New,ProActive,Direct,True,False,Library Only,30000,210.0,Auto-Approved,,Yes
B,New,ProActive,Direct,True,False,Library Only,35000,220.0,Auto-Approved,,Yes
B,New,ProActive,Direct,True,False,Library Only,100000,350.0,Auto-Approved,,Yes
B,New,ProActive,Direct,True,False,Library Only,115000,380.0,Auto-Approved,,Yes
B,New,ProActive,Direct,True,False,Library Only,200000,550.0,Auto-Approved,,Yes
B,New,ProActive,Direct,True,False,Library Only,1000000,2150.0,Auto-Approved,,Yes
B,New,ProActive,Direct,True,False,Starting Point,0,115.0,Auto-Approved,,Yes
B,New,ProActive,Direct,True,False,Starting Point,1,115.00200000000001,Auto-Approved,,Yes
B,New,ProActive,Direct,True,False,Starting Point,1000,117.0,Auto-Approved,,Yes
B,New,ProActive,Direct,True,False,Starting Point,30000,175.0,Auto-Approved,,Yes
B,New,ProActive,Direct,True,False,Starting Point,35000,185.0,Auto-Approved,,Yes
B,New,ProActive,Direct,True,False,Starting Point,100000,315.0,Auto-Approved,,Yes
B,New,ProActive,Direct,True,False,Starting Point,115000,345.0,Auto-Approved,,Yes
B,New,ProActive,Direct,True,False,Starting Point,200000,515.0,Auto-Approved,,Yes
B,New,ProActive,Direct,True,False,Starting Point,1000000,2115.0,Auto-Approved,,Yes
B,New,ProActive,Direct,True,False,Creation/Unknown,0,50.0,Auto-Approved,,Yes
B,New,ProActive,Direct,True,False,Creation/Unknown,1,50.002,Auto-Approved,,Yes
B,New,ProActive,Direct,True,False,Creation/Unknown,1000,52.0,Auto-Approved,,Yes
B,New,ProActive,Direct,True,False,Creation/Unknown,30000,110.0,Auto-Approved,,Yes
B,New,ProActive,Direct,True,False,Creation/Unknown,35000,120.0,Auto-Approved,,Yes
B,New,ProActive,Direct,True,False,Creation/Unknown,100000,250.0,Auto-Approved,,Yes
B,New,ProActive,Direct,True,False,Creation/Unknown,115000,280.0,Auto-Approved,,Yes
B,New,ProActive,Direct,True,False,Creation/Unknown,200000,450.0,Auto-Approved,,Yes
B,New,ProActive,Direct,True,False,Creation/Unknown,1000000,2050.0,Auto-Approved,,Yes
B,New,ProActive,Direct,True,True,Library Only,0,250.0,Auto-Approved,,Yes
B,New,ProActive,Direct,True,True,Library Only,1,250.002,Auto-Approved,,Yes
B,New,ProActive,Direct,True,True,Library Only,1000,252.0,Auto-Approved,,Yes
B,New,ProActive,Direct,True,True,Library Only,30000,310.0,Auto-Approved,,Yes
B,New,ProActive,Direct,True,True,Library Only,35000,320.0,Auto-Approved,,Yes
B,New,ProActive,Direct,True,True,Library Only,100000,450.0,Auto-Approved,,Yes
B,New,ProActive,Direct,True,True,Library Only,115000,480.0,Auto-Approved,,Yes
B,New,ProActive,Direct,True,True,Library Only,200000,650.0,Auto-Approved,,Yes
B,New,ProActive,Direct,True,True,Library Only,1000000,2250.0,Auto-Approved,,Yes
B,New,ProActive,Direct,True,True,Starting Point,0,215.0,Auto-Approved,,Yes
B,New,ProActive,Direct,True,True,Starting Point,1,215.002,Auto-Approved,,Yes
B,New,ProActive,Direct,True,True,Starting Point,1000,217.0,Auto-Approved,,Yes
B,New,ProActive,Direct,True,True,Starting Point,30000,275.0,Auto-Approved,,Yes
B,New,ProActive,Direct,True,True,Starting Point,35000,285.0,Auto-Approved,,Yes
B,New,ProActive,Direct,True,True,Starting Point,100000,415.0,Auto-Approved,,Yes
B,New,ProActive,Direct,True,True,Starting Point,115000,445.0,Auto-Approved,,Yes
B,New,ProActive,Direct,True,True,Starting Point,200000,615.0,Auto-Approved,,Yes
B,New,ProActive,Direct,True,True,Starting Point,1000000,2215.0,Auto-Approved,,Yes
B,New,ProActive,Direct,True,True,Creation/Unknown,0,150.0,Auto-Approved,,Yes
B,New,ProActive,Direct,True,True,Creation/Unknown,1,150.002,Auto-Approved,,Yes
B,New,ProActive,Direct,True,True,Creation/Unknown,1000,152.0,Auto-Approved,,Yes
B,New,ProActive,Direct,True,True,Creation/Unknown,30000,210.0,Auto-Approved,,Yes
B,New,ProActive,Direct,True,True,Creation/Unknown,35000,220.0,Auto-Approved,,Yes
B,New,ProActive,Direct,True,True,Creation/Unknown,100000,350.0,Auto-Approved,,Yes
B,New,ProActive,Direct,True,True,Creation/Unknown,115000,380.0,Auto-Approved,,Yes
B,New,ProActive,Direct,True,True,Creation/Unknown,200000,550.0,Auto-Approved,,Yes
B,New,ProActive,Direct,True,True,Creation/Unknown,1000000,2150.0,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,False,False,Library Only,0,150.0,Auto-Approved,,No
B,New,ProActive,Deferred/Unknown,False,False,Library Only,1,150.0015,Auto-Approved,,No
B,New,ProActive,Deferred/Unknown,False,False,Library Only,1000,151.5,Auto-Approved,,No
B,New,ProActive,Deferred/Unknown,False,False,Library Only,30000,195.0,Auto-Approved,,No
B,New,ProActive,Deferred/Unknown,False,False,Library Only,35000,202.5,Auto-Approved,,No
B,New,ProActive,Deferred/Unknown,False,False,Library Only,100000,300.0,Auto-Approved,,No
B,New,ProActive,Deferred/Unknown,False,False,Library Only,115000,322.5,Auto-Approved,,No
B,New,ProActive,Deferred/Unknown,False,False,Library Only,200000,450.0,Auto-Approved,,No
B,New,ProActive,Deferred/Unknown,False,False,Library Only,1000000,1650.0,Auto-Approved,,No
B,New,ProActive,Deferred/Unknown,False,False,Starting Point,0,115.0,Auto-Approved,,No
B,New,ProActive,Deferred/Unknown,False,False,Starting Point,1,115.0015,Auto-Approved,,No
B,New,ProActive,Deferred/Unknown,False,False,Starting Point,1000,116.5,Auto-Approved,,No
B,New,ProActive,Deferred/Unknown,False,False,Starting Point,30000,160.0,Auto-Approved,,No
B,New,ProActive,Deferred/Unknown,False,False,Starting Point,35000,167.5,Auto-Approved,,No
B,New,ProActive,Deferred/Unknown,False,False,Starting Point,100000,265.0,Auto-Approved,,No
B,New,ProActive,Deferred/Unknown,False,False,Starting Point,115000,287.5,Auto-Approved,,No
B,New,ProActive,Deferred/Unknown,False,False,Starting Point,200000,415.0,Auto-Approved,,No
B,New,ProActive,Deferred/Unknown,False,False,Starting Point,1000000,1615.0,Auto-Approved,,No
B,New,ProActive,Deferred/Unknown,False,False,Creation/Unknown,0,50.0,Pending Approval,,No
B,New,ProActive,Deferred/Unknown,False,False,Creation/Unknown,1,50.0015,Pending Approval,,No
B,New,ProActive,Deferred/Unknown,False,False,Creation/Unknown,1000,51.5,Pending Approval,,No
B,New,ProActive,Deferred/Unknown,False,False,Creation/Unknown,30000,95.0,Pending Approval,,No
B,New,ProActive,Deferred/Unknown,False,False,Creation/Unknown,35000,102.5,Pending Approval,,No
B,New,ProActive,Deferred/Unknown,False,False,Creation/Unknown,100000,200.0,Auto-Approved,,No
B,New,ProActive,Deferred/Unknown,False,False,Creation/Unknown,115000,222.5,Auto-Approved,,No
B,New,ProActive,Deferred/Unknown,False,False,Creation/Unknown,200000,350.0,Auto-Approved,,No
B,New,ProActive,Deferred/Unknown,False,False,Creation/Unknown,1000000,1550.0,Auto-Approved,,No
B,New,ProActive,Deferred/Unknown,False,True,Library Only,0,250.0,Auto-Approved,,No
B,New,ProActive,Deferred/Unknown,False,True,Library Only,1,250.0015,Auto-Approved,,No
B,New,ProActive,Deferred/Unknown,False,True,Library Only,1000,251.5,Auto-Approved,,No
B,New,ProActive,Deferred/Unknown,False,True,Library Only,30000,295.0,Auto-Approved,,No
B,New,ProActive,Deferred/Unknown,False,True,Library Only,35000,302.5,Auto-Approved,,No
B,New,ProActive,Deferred/Unknown,False,True,Library Only,100000,400.0,Auto-Approved,,No
B,New,ProActive,Deferred/Unknown,False,True,Library Only,115000,422.5,Auto-Approved,,No
B,New,ProActive,Deferred/Unknown,False,True,Library Only,200000,550.0,Auto-Approved,,No
B,New,ProActive,Deferred/Unknown,False,True,Library Only,1000000,1750.0,Auto-Approved,,No
B,New,ProActive,Deferred/Unknown,False,True,Starting Point,0,215.0,Auto-Approved,,No
B,New,ProActive,Deferred/Unknown,False,True,Starting Point,1,215.0015,Auto-Approved,,No
B,New,ProActive,Deferred/Unknown,False,True,Starting Point,1000,216.5,Auto-Approved,,No
B,New,ProActive,Deferred/Unknown,False,True,Starting Point,30000,260.0,Auto-Approved,,No
B,New,ProActive,Deferred/Unknown,False,True,Starting Point,35000,267.5,Auto-Approved,,No
B,New,ProActive,Deferred/Unknown,False,True,Starting Point,100000,365.0,Auto-Approved,,No
B,New,ProActive,Deferred/Unknown,False,True,Starting Point,115000,387.5,Auto-Approved,,No
B,New,ProActive,Deferred/Unknown,False,True,Starting Point,200000,515.0,Auto-Approved,,No
B,New,ProActive,Deferred/Unknown,False,True,Starting Point,1000000,1715.0,Auto-Approved,,No
B,New,ProActive,Deferred/Unknown,False,True,Creation/Unknown,0,150.0,Auto-Approved,,No
B,New,ProActive,Deferred/Unknown,False,True,Creation/Unknown,1,150.0015,Auto-Approved,,No
B,New,ProActive,Deferred/Unknown,False,True,Creation/Unknown,1000,151.5,Auto-Approved,,No
B,New,ProActive,Deferred/Unknown,False,True,Creation/Unknown,30000,195.0,Auto-Approved,,No
B,New,ProActive,Deferred/Unknown,False,True,Creation/Unknown,35000,202.5,Auto-Approved,,No
B,New,ProActive,Deferred/Unknown,False,True,Creation/Unknown,100000,300.0,Auto-Approved,,No
B,New,ProActive,Deferred/Unknown,False,True,Creation/Unknown,115000,322.5,Auto-Approved,,No
B,New,ProActive,Deferred/Unknown,False,True,Creation/Unknown,200000,450.0,Auto-Approved,,No
B,New,ProActive,Deferred/Unknown,False,True,Creation/Unknown,1000000,1650.0,Auto-Approved,,No
B,New,ProActive,Deferred/Unknown,True,False,Library Only,0,150.0,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,False,Library Only,1,150.0015,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,False,Library Only,1000,151.5,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,False,Library Only,30000,195.0,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,False,Library Only,35000,202.5,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,False,Library Only,100000,300.0,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,False,Library Only,115000,322.5,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,False,Library Only,200000,450.0,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,False,Library Only,1000000,1650.0,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,False,Starting Point,0,115.0,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,False,Starting Point,1,115.0015,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,False,Starting Point,1000,116.5,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,False,Starting Point,30000,160.0,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,False,Starting Point,35000,167.5,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,False,Starting Point,100000,265.0,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,False,Starting Point,115000,287.5,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,False,Starting Point,200000,415.0,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,False,Starting Point,1000000,1615.0,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,False,Creation/Unknown,0,50.0,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,False,Creation/Unknown,1,50.0015,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,False,Creation/Unknown,1000,51.5,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,False,Creation/Unknown,30000,95.0,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,False,Creation/Unknown,35000,102.5,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,False,Creation/Unknown,100000,200.0,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,False,Creation/Unknown,115000,222.5,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,False,Creation/Unknown,200000,350.0,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,False,Creation/Unknown,1000000,1550.0,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,True,Library Only,0,250.0,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,True,Library Only,1,250.0015,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,True,Library Only,1000,251.5,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,True,Library Only,30000,295.0,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,True,Library Only,35000,302.5,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,True,Library Only,100000,400.0,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,True,Library Only,115000,422.5,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,True,Library Only,200000,550.0,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,True,Library Only,1000000,1750.0,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,True,Starting Point,0,215.0,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,True,Starting Point,1,215.0015,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,True,Starting Point,1000,216.5,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,True,Starting Point,30000,260.0,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,True,Starting Point,35000,267.5,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,True,Starting Point,100000,365.0,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,True,Starting Point,115000,387.5,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,True,Starting Point,200000,515.0,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,True,Starting Point,1000000,1715.0,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,True,Creation/Unknown,0,150.0,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,True,Creation/Unknown,1,150.0015,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,True,Creation/Unknown,1000,151.5,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,True,Creation/Unknown,30000,195.0,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,True,Creation/Unknown,35000,202.5,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,True,Creation/Unknown,100000,300.0,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,True,Creation/Unknown,115000,322.5,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,True,Creation/Unknown,200000,450.0,Auto-Approved,,Yes
B,New,ProActive,Deferred/Unknown,True,True,Creation/Unknown,1000000,1650.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,False,Library Only,0,150.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,False,Library Only,1,150.0035,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,False,Library Only,1000,153.5,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,False,Library Only,30000,255.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,False,Library Only,35000,272.5,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,False,Library Only,100000,500.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,False,Library Only,115000,552.5,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,False,Library Only,200000,850.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,False,Library Only,1000000,3650.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,False,Starting Point,0,115.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,False,Starting Point,1,115.0035,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,False,Starting Point,1000,118.5,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,False,Starting Point,30000,220.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,False,Starting Point,35000,237.5,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,False,Starting Point,100000,465.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,False,Starting Point,115000,517.5,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,False,Starting Point,200000,815.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,False,Starting Point,1000000,3615.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,False,Creation/Unknown,0,50.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,False,Creation/Unknown,1,50.0035,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,False,Creation/Unknown,1000,53.5,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,False,Creation/Unknown,30000,155.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,False,Creation/Unknown,35000,172.5,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,False,Creation/Unknown,100000,400.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,False,Creation/Unknown,115000,452.5,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,False,Creation/Unknown,200000,750.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,False,Creation/Unknown,1000000,3550.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,True,Library Only,0,250.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,True,Library Only,1,250.0035,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,True,Library Only,1000,253.5,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,True,Library Only,30000,355.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,True,Library Only,35000,372.5,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,True,Library Only,100000,600.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,True,Library Only,115000,652.5,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,True,Library Only,200000,950.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,True,Library Only,1000000,3750.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,True,Starting Point,0,215.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,True,Starting Point,1,215.0035,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,True,Starting Point,1000,218.5,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,True,Starting Point,30000,320.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,True,Starting Point,35000,337.5,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,True,Starting Point,100000,565.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,True,Starting Point,115000,617.5,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,True,Starting Point,200000,915.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,True,Starting Point,1000000,3715.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,True,Creation/Unknown,0,150.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,True,Creation/Unknown,1,150.0035,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,True,Creation/Unknown,1000,153.5,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,True,Creation/Unknown,30000,255.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,True,Creation/Unknown,35000,272.5,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,True,Creation/Unknown,100000,500.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,True,Creation/Unknown,115000,552.5,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,True,Creation/Unknown,200000,850.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,False,True,Creation/Unknown,1000000,3650.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,False,Library Only,0,150.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,False,Library Only,1,150.0035,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,False,Library Only,1000,153.5,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,False,Library Only,30000,255.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,False,Library Only,35000,272.5,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,False,Library Only,100000,500.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,False,Library Only,115000,552.5,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,False,Library Only,200000,850.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,False,Library Only,1000000,3650.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,False,Starting Point,0,115.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,False,Starting Point,1,115.0035,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,False,Starting Point,1000,118.5,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,False,Starting Point,30000,220.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,False,Starting Point,35000,237.5,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,False,Starting Point,100000,465.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,False,Starting Point,115000,517.5,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,False,Starting Point,200000,815.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,False,Starting Point,1000000,3615.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,False,Creation/Unknown,0,50.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,False,Creation/Unknown,1,50.0035,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,False,Creation/Unknown,1000,53.5,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,False,Creation/Unknown,30000,155.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,False,Creation/Unknown,35000,172.5,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,False,Creation/Unknown,100000,400.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,False,Creation/Unknown,115000,452.5,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,False,Creation/Unknown,200000,750.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,False,Creation/Unknown,1000000,3550.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,True,Library Only,0,250.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,True,Library Only,1,250.0035,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,True,Library Only,1000,253.5,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,True,Library Only,30000,355.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,True,Library Only,35000,372.5,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,True,Library Only,100000,600.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,True,Library Only,115000,652.5,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,True,Library Only,200000,950.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,True,Library Only,1000000,3750.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,True,Starting Point,0,215.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,True,Starting Point,1,215.0035,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,True,Starting Point,1000,218.5,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,True,Starting Point,30000,320.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,True,Starting Point,35000,337.5,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,True,Starting Point,100000,565.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,True,Starting Point,115000,617.5,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,True,Starting Point,200000,915.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,True,Starting Point,1000000,3715.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,True,Creation/Unknown,0,150.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,True,Creation/Unknown,1,150.0035,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,True,Creation/Unknown,1000,153.5,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,True,Creation/Unknown,30000,255.0,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,True,Creation/Unknown,35000,272.5,Auto-Approved,,Yes
B,Rework (Of Selling),Exclusive,Direct,True,True,Creation/Unknown,100000,500.0,Auto-Approved,,Yes
